Company;Site Name;Site Alias;Description;Region;Site Group;Street;Country*+;City*+;Latitude;Longitude;Maintenance Circle Name; Site Type;Location ID;PrimAlias;Additional Site Details;Status
Dummy Company;ABBR-DAKORO;DAKORO;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DANCHIRO;DANCHIRO;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DANISS;DANISS;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DANISSA;DANISSA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DANKANO;DANKANO;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DANKOU;DANKOU;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DANMAIRO;DANMAIRO;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DANSOFO;DANSOFO;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DASOF12RELF;DASOF12RELF;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DOGONFAROU;DOGONFAROU;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-GADABE;GADABE;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-GANGARA_AG;GANGARA_AG;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-GAWARO;GAWARO;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-GAZAOU;GAZAOU;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-GOULBI;GOULBI;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-GUIDANSORI;GUIDANSORI;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-ISSAOU;ISSAOU;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-ITUILA;ITUILA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-JANTOUDOU;JANTOUDOU;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-JRATAWA;JRATAWA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-KONA;KONA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-KORAHA;KORAHA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-KORAHANE;KORAHANE;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-KORENHABJIA;KORENHABJIA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-LALEWA;LALEWA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-MAIJIRGUI;MAIJIRGUI;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-MALELEBI;MALELEBI;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-MANZOU;MANZOU;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-MARADI;MARADI;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-MARAKA;MARAKA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-MAYAHI;MAYAHI;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-ROUANZAHI;ROUANZAHI;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-SULULU;SULULU;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-TAGRIS;TAGRIS;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-TCHADO;TCHADO;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-TESRLF;TESRLF;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-TIADI;TIADI;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-TIBIRI;TIBIRI;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-ZARIA2RELF;ZARIA2RELF;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-AGABARGABAR;AGABARGABAR;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-AGADE21;AGADE21;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-AGADZ23REL;AGADZ23REL;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-AGD23R;AGD23R;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-AGDMSQ;AGDMSQ;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-AKOKAN;AKOKAN;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-ALAGRN;ALAGRN;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-ARLIT;ARLIT;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-BANIBE;BANIBE;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-BANIBIYE23RELF;BANIBIYE23RELF;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-BELBEJ;BELBEJ;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-BIRNI;BIRNI;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-TILBER2RELF;TILBER2RELF;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-TIZEGOROU;TIZEGOROU;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-TMBNGU;TMBNGU;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-YATAKA;YATAKA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-YEKOUA;YEKOUA;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-ZINDER61;ZINDER61;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-ZINDEREL1800;ZINDEREL1800;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-ZINDR42RLF18002;ZINDR42RLF18002;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-ZINDR43JAGID22;ZINDR43JAGID22;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-ZINDR61;ZINDR61;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-AGADEZ3 RELF ( RIMBO;AGADEZ3 RELF ( RIMBO;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-CARRIE;CARRIE;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-CHADAWANKA;CHADAWANKA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-CITE SALOU DJIBO;CITE SALOU DJIBO;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-COLLECTIVITE;COLLECTIVITE;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-CONTAINER;CONTAINER;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-DAGAMA2RELF;DAGAMA2RELF;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-DANTIANDOU;DANTIANDOU;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-Diffa 1-3 Relf;Diffa 1-3 Relf;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-Filingue23 rlf;Filingue23 rlf;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-Francophonie 2;Francophonie 2;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-GAWEYE1-3RELF;GAWEYE1-3RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-GUESTHOUSE;GUESTHOUSE;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-Gawado 1rlf;Gawado 1rlf;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-Gendermerie Tahoua;Gendermerie Tahoua;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-Goroubanda;Goroubanda;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HARIKANASSOU;HARIKANASSOU;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-Hopital de reference;Hopital de reference;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-INDUSTRIE2-3RELF;INDUSTRIE2-3RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-JAGUINDI2RELF;JAGUINDI2RELF;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-KOUBIA1RELF;KOUBIA1RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-LIBERTE1RELF;LIBERTE1RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-MADAOU1RELF;MADAOU1RELF;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-MAYAYI;MAYAYI;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-MOSQUE;MOSQUE;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-NGUMI2;NGUMI2;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-NWHQ1RELF;NWHQ1RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-NY2000 1RELF;NY2000 1RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-OILZINDER;OILZINDER;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-ROUTE_FILINGUE;ROUTE_FILINGUE;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-Route Bambey;Route Bambey;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-Route Filingue 2;Route Filingue 2;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-SIEGE ORTN;SIEGE ORTN;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-TAKIETA;TAKIETA;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-TCHINTA3-2RELF;TCHINTA3-2RELF;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-TONDIBIA;TONDIBIA;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-TOURBOUNANI;TOURBOUNANI;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-Tessaoua 2-3 rlf;Tessaoua 2-3 rlf;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-YANTALA;YANTALA;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-BOULKAGOU;BOULKAGOU;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-BOULTOUM;BOULTOUM;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-BULDNG;BULDNG;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-DABRE;DABRE;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-DANGAS;DANGAS;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-DARGOL;DARGOL;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-DIADIA;DIADIA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-DIAGOROU;DIAGOROU;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-DOLBEL;DOLBEL;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-FAMALE;FAMALE;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-GAYI;GAYI;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-GOUNDAY;GOUNDAY;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-GUIDANANGO;GUIDANANGO;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-KOKORO;KOKORO;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-KOLOMA;KOLOMA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-KOMABANGOU;KOMABANGOU;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-KOMBA;KOMBA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-KONEBE;KONEBE;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-LARBA;LARBA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-MANGAI;MANGAI;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-MBACOW;MBACOW;;;;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-MBANGA1800;MBANGA1800;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-MOULIA;MOULIA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-NAMARIGOUNGOU;NAMARIGOUNGOU;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-NAMARO;NAMARO;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-OUALAM;OUALAM;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-OUALLAM;OUALLAM;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-OUALLAMREP;OUALLAMREP;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-SAKOIRA;SAKOIRA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-SAMARI;SAMARI;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-SAMIRA;SAMIRA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-UNIVERSITE;UNIVERSITE;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-WADATA;WADATA;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-AYARAGGOUA2RELF;AYARAGGOUA2RELF;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-BANIBIYE;BANIBIYE;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-BOUDOUM;BOUDOUM;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-CRMGW01;CRMGW01;;MADINA-NIAMEY;MADINA-NIAMEY;;Country Name;MADINA-NIAMEY;;;;;;;;
Dummy Company;ABBR-CRSR01;CRSR01;;Madina;Madina;;Country Name;Madina;;;;;;;;
Dummy Company;ABBR-DIFFA2-OFEDES1RELF;DIFFA2-OFEDES1RELF;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-CRSS02;CRSS02;;Madina;Madina;;Country Name;Madina;;;;;;;;
Dummy Company;ABBR-DAN ISSA VILLAGE;DAN ISSA VILLAGE;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DANSOFO 2RELF;DANSOFO 2RELF;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-DOLEKAZONAN;DOLEKAZONAN;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-EPG-SSR;EPG-SSR;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQ-srx-node0;HQ-srx-node0;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQ-srx-node1;HQ-srx-node1;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQ-srx2-node0;HQ-srx2-node0;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQCHSW02;HQCHSW02;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQFW01;HQFW01;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQFW02;HQFW02;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQHLR02;HQHLR02;;HQ-NIAMEY;HQ-NIAMEY;;Country Name;HQ-NIAMEY;;;;;;;;
Dummy Company;ABBR-HQMGW01;HQMGW01;;HQ-NIAMEY;HQ-NIAMEY;;Country Name;HQ-NIAMEY;;;;;;;;
Dummy Company;ABBR-HQMGW03;HQMGW03;;HQ-NIAMEY;HQ-NIAMEY;;Country Name;HQ-NIAMEY;;;;;;;;
Dummy Company;ABBR-HQSR01;HQSR01;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQSR02;HQSR02;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQSS01;HQSS01;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-KABAOUA (MARADI6);KABAOUA (MARADI6);;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-NHQDR01;NHQDR01;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-OFEDESDIFFA;OFEDESDIFFA;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-NIGETSW01;NIGETSW01;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-NIGETSW02;NIGETSW02;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-NIMGW02;NIMGW02;;HQ-NIAMEY;HQ-NIAMEY;;Country Name;HQ-NIAMEY;;;;;;;;
Dummy Company;ABBR-SAPC;SAPC;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-TMA_SW01;TMA_SW01;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-ZINDER1RELF( KONA RA;ZINDER1RELF( KONA RA;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-ZINDER2RELF(KASSOUA;ZINDER2RELF(KASSOUA;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-ZINDER42RLF;ZINDER42RLF;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-ZINDR51-ZINDR52-ZIND;ZINDR51-ZINDR52-ZIND;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-cite renaissance;cite renaissance;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-AYARAGGOUA;AYARAGGOUA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-BANIBIYE2-3RELF;BANIBIYE2-3RELF;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-CRHLR01;CRHLR01;;MADINA-NIAMEY;MADINA-NIAMEY;;Country Name;MADINA-NIAMEY;;;;;;;;
Dummy Company;ABBR-CRMGW02;CRMGW02;;MADINA-NIAMEY;MADINA-NIAMEY;;Country Name;MADINA-NIAMEY;;;;;;;;
Dummy Company;ABBR-CRMSC02;CRMSC02;;MADINA-NIAMEY;MADINA-NIAMEY;;Country Name;MADINA-NIAMEY;;;;;;;;
Dummy Company;ABBR-CRSR02;CRSR02;;Madina;Madina;;Country Name;Madina;;;;;;;;
Dummy Company;ABBR-CRSS01;CRSS01;;Madina;Madina;;Country Name;Madina;;;;;;;;
Dummy Company;ABBR-DC;DC;;Niamey;Niamey;;Country Name;Central of Niger;;;;;;;;
Dummy Company;ABBR-DOUNGOU HAOUSSA;DOUNGOU HAOUSSA;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-GUIDAN ROUMJI;GUIDAN ROUMJI;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-HQ-srx2-node1;HQ-srx2-node1;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQCHSW01;HQCHSW01;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQDR01;HQDR01;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQDR02;HQDR02;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQMSC02;HQMSC02;;HQ-NIAMEY;HQ-NIAMEY;;Country Name;HQ-NIAMEY;;;;;;;;
Dummy Company;ABBR-HQMSS04;HQMSS04;;HQ-NIAMEY;HQ-NIAMEY;;Country Name;HQ-NIAMEY;;;;;;;;
Dummy Company;ABBR-HQMSS05;HQMSS05;;HQ-NIAMEY;HQ-NIAMEY;;Country Name;HQ-NIAMEY;;;;;;;;
Dummy Company;ABBR-HQSGSN02;HQSGSN02;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQSS02;HQSS02;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQSS03;HQSS03;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-HQSS04;HQSS04;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-KOURANDAGA ( ZINDER7;KOURANDAGA ( ZINDER7;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-MAINE;MAINE;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-MAKOYO( MARADI7);MAKOYO( MARADI7);;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-MALBAZA;MALBAZA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-MAMGW01;MAMGW01;;Maradi;Maradi;;Country Name;MARADI;;;;;;;;
Dummy Company;ABBR-MRSR01;MRSR01;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-MRSR02;MRSR02;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-NGCRS02;NGCRS02;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-NHQDR02;NHQDR02;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-NIMSS2;NIMSS2;;HQ-NIAMEY;HQ-NIAMEY;;Country Name;HQ-NIAMEY;;;;;;;;
Dummy Company;ABBR-NIMSS03;NIMSS03;;MADINA-NIAMEY;MADINA-NIAMEY;;Country Name;MADINA-NIAMEY;;;;;;;;
Dummy Company;ABBR-ABALAK;ABALAK;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-ABALAK2;ABALAK2;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-ADOAKH;ADOAKH;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-AKOUBOUNOU;AKOUBOUNOU;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-AYARAG2;AYARAG2;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-AYRGUA;AYRGUA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-BADAGU;BADAGU;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-BAGARO;BAGARO;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-BARMOU_TAHOUA;BARMOU_TAHOUA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-CHADAWANK;CHADAWANK;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-DAGODA;DAGODA;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-DALWEY2;DALWEY2;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-DANGAO;DANGAO;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-EDIR;EDIR;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-GARBADO;GARBADO;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-GAWEY;GAWEY;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-GENDMR;GENDMR;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-GUILEY;GUILEY;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-GWARAM;GWARAM;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-IBESSE;IBESSE;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-IBOHAM;IBOHAM;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-ILLELA;ILLELA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-INSAFA;INSAFA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-ITTIKAN;ITTIKAN;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-KALFOU;KALFOU;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-KIRTAC;KIRTAC;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-KORRE;KORRE;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-LAKROUSSOU;LAKROUSSOU;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-LIBERTE;LIBERTE;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
